sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,musiq,arniqa,qalign,unique,paq2piq
RealESRGAN:ava_images___295451,RealESRGAN,ava_images___295451.png,dataset/sr/RealESRGAN/ava_images___295451.png,dataset/hr/ava_images___295451.png,dataset/lr/ava_images___295451.png,48.195655822753906,0.6265466809272766,3.513671875,0.24571475386619568,64.31253814697266
RealESRGAN:ava_images___308473,RealESRGAN,ava_images___308473.png,dataset/sr/RealESRGAN/ava_images___308473.png,dataset/hr/ava_images___308473.png,dataset/lr/ava_images___308473.png,48.89326477050781,0.5729949474334717,2.796875,-0.31611987948417664,64.8392562866211
RealESRGAN:ava_images___321917,RealESRGAN,ava_images___321917.png,dataset/sr/RealESRGAN/ava_images___321917.png,dataset/hr/ava_images___321917.png,dataset/lr/ava_images___321917.png,61.964508056640625,0.6399683952331543,3.43359375,1.0727578401565552,70.00098419189453
RealESRGAN:ava_images___360165,RealESRGAN,ava_images___360165.png,dataset/sr/RealESRGAN/ava_images___360165.png,dataset/hr/ava_images___360165.png,dataset/lr/ava_images___360165.png,66.11619567871094,0.6680896878242493,3.419921875,0.5494277477264404,76.33177185058594
RealESRGAN:ava_images___426629,RealESRGAN,ava_images___426629.png,dataset/sr/RealESRGAN/ava_images___426629.png,dataset/hr/ava_images___426629.png,dataset/lr/ava_images___426629.png,56.49968719482422,0.6200907826423645,3.01953125,0.9257052540779114,73.08203887939453
RealESRGAN:ava_images___436880,RealESRGAN,ava_images___436880.png,dataset/sr/RealESRGAN/ava_images___436880.png,dataset/hr/ava_images___436880.png,dataset/lr/ava_images___436880.png,60.420074462890625,0.6259754300117493,3.0,0.9559421539306641,71.87574005126953
RealESRGAN:ava_images___46021,RealESRGAN,ava_images___46021.png,dataset/sr/RealESRGAN/ava_images___46021.png,dataset/hr/ava_images___46021.png,dataset/lr/ava_images___46021.png,61.07803726196289,0.6662020683288574,3.779296875,1.2644468545913696,75.4897232055664
RealESRGAN:ava_images___472713,RealESRGAN,ava_images___472713.png,dataset/sr/RealESRGAN/ava_images___472713.png,dataset/hr/ava_images___472713.png,dataset/lr/ava_images___472713.png,59.61985778808594,0.7013136744499207,3.857421875,0.8896588683128357,77.38326263427734
RealESRGAN:ava_images___501777,RealESRGAN,ava_images___501777.png,dataset/sr/RealESRGAN/ava_images___501777.png,dataset/hr/ava_images___501777.png,dataset/lr/ava_images___501777.png,47.557857513427734,0.6803224086761475,2.232421875,-0.05555235221982002,64.9876937866211
RealESRGAN:ava_images___564572,RealESRGAN,ava_images___564572.png,dataset/sr/RealESRGAN/ava_images___564572.png,dataset/hr/ava_images___564572.png,dataset/lr/ava_images___564572.png,66.81776428222656,0.6628726124763489,3.78125,0.9968682527542114,76.18338775634766
RealESRGAN:ava_images___588008,RealESRGAN,ava_images___588008.png,dataset/sr/RealESRGAN/ava_images___588008.png,dataset/hr/ava_images___588008.png,dataset/lr/ava_images___588008.png,58.021324157714844,0.6602344512939453,4.203125,0.8449462652206421,73.98350524902344
RealESRGAN:ava_images___645845,RealESRGAN,ava_images___645845.png,dataset/sr/RealESRGAN/ava_images___645845.png,dataset/hr/ava_images___645845.png,dataset/lr/ava_images___645845.png,57.896392822265625,0.6992805600166321,2.646484375,0.8663120865821838,75.9219741821289
