name,min,max,mean,median,std,p05,p95,area00,area05,area075
SUPIR/ava_images___846773.npy.gz,0.03717470169067383,0.28759562969207764,0.1583302915096283,0.159653902053833,0.05942544713616371,0.06392121315002441,0.25170934200286865,1.0,0.0,0.0
SUPIR/ava_images___857447.npy.gz,0.008232325315475464,0.3410800099372864,0.17769946157932281,0.19326357543468475,0.08373506367206573,0.012731172144412994,0.2972163259983063,1.0,0.0,0.0
SUPIR/ava_images___864250.npy.gz,0.0,0.26551711559295654,0.14553798735141754,0.15160119533538818,0.052032243460416794,0.0543251633644104,0.22075331211090088,0.9615384615384616,0.0,0.0
SUPIR/ava_images___865616.npy.gz,0.0,0.28465062379837036,0.14003795385360718,0.1403777003288269,0.07273145020008087,0.0,0.24812012910842896,0.9254429506486513,0.0,0.0
SUPIR/ava_images___953752.npy.gz,0.0,0.2601315379142761,0.1282958984375,0.14099502563476562,0.06862744688987732,0.02784639596939087,0.23798155784606934,0.9774436090225563,0.0,0.0
SUPIR/blur_dataset___out_of_focus0685.npy.gz,0.0,0.22503477334976196,0.09446588903665543,0.09508204460144043,0.0478423647582531,0.0,0.16333401203155518,0.8844339622641509,0.0,0.0
SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.npy.gz,0.0,0.28618237376213074,0.14786477386951447,0.15309050679206848,0.06798408180475235,0.0,0.24362748861312866,0.87890625,0.0,0.0
SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.npy.gz,0.0,0.2771206498146057,0.160507470369339,0.17772173881530762,0.07922288030385971,0.0,0.2664172053337097,0.8782201405152225,0.0,0.0
SUPIR/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.npy.gz,0.0,0.23245030641555786,0.13790203630924225,0.15545406937599182,0.06100164353847504,0.0,0.20586180686950684,0.8844339622641509,0.0,0.0
SUPIR/voc_emotic_ava___JPEGImages__2008_003883.npy.gz,0.0,0.25111445784568787,0.15454266965389252,0.16219180822372437,0.060663942247629166,0.0,0.23638835549354553,0.9333333333333333,0.0,0.0
SUPIR/voc_emotic_ava___VOC2012__2010_004399.npy.gz,0.0,0.2623615860939026,0.1558953821659088,0.16284465789794922,0.062395766377449036,0.0,0.23766517639160156,0.9333333333333333,0.0,0.0
SUPIR/voc_emotic_ava___VOC2012__2012_004043.npy.gz,0.0,0.25110310316085815,0.16345857083797455,0.16874557733535767,0.05900553986430168,0.0,0.23739105463027954,0.9336099585062241,0.0,0.0
